시간,축구장_시간당발전량,학생회관_시간당발전량,중앙창고_시간당발전량,학사과정_시간당발전량,다산빌딩_시간당발전량,시설관리동_시간당발전량,대학C동_시간당발전량,동물실험동_시간당발전량,중앙도서관_시간당발전량,LG도서관_시간당발전량,신재생에너지동_시간당발전량,삼성환경동_시간당발전량,중앙연구기기센터_시간당발전량,산업협력관_시간당발전량,기숙사 B동_시간당발전량,자연과학동_시간당발전량
2022-07-23 10:00:00,47.0,14.9,11.2,3.6,8.7,36.7,3.8,9.8,8.1,10.7,18.3,15.5,28.6,28.5,15.3,47.15700000000001
2022-07-23 11:00:00,55.0,16.1,9.9,4.4,12.5,40.3,4.9,15.1,10.6,14.4,24.1,21.4,39.5,42.8,17.4,82.36600000000004
2022-07-23 12:00:00,54.4,17.0,10.6,4.6,13.4,43.1,5.5,15.4,11.6,15.9,26.4,23.2,42.9,44.1,18.6,73.59700000000002
2022-07-23 13:00:00,26.3,8.6,5.3,2.3,6.5,20.7,2.9,7.9,5.8,7.9,13.6,11.6,21.5,22.4,9.5,77.167
2022-07-23 14:00:00,38.0,12.6,7.7,3.5,9.8,31.5,4.2,11.1,8.7,11.9,19.7,17.0,31.6,32.0,14.0,56.28200000000001
2022-07-23 15:00:00,23.5,7.9,4.7,2.0,5.7,18.8,2.6,7.0,5.2,7.1,12.2,10.3,18.9,19.7,8.5,61.85099999999999
2022-07-23 16:00:00,10.9,4.0,2.3,0.9,2.6,9.0,1.5,3.6,2.7,3.6,6.5,5.3,9.6,10.3,4.4,46.23800000000002
2022-07-23 17:00:00,13.4,4.7,2.7,1.0,3.5,11.0,1.7,4.3,3.2,4.2,7.4,6.2,11.4,12.2,5.1,61.97099999999998
2022-07-23 18:00:00,0.0,0.0,0.0,0.0,-0.3,-0.5,0.0,0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,53.12599999999997
2022-07-23 19:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.818
2022-07-23 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-23 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076
2022-07-23 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-23 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 06:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.1,-0.2
2022-07-24 07:00:00,-0.2,0.8,0.3,0.0,0.1,1.4,0.5,0.9,0.7,0.7,0.9,0.0,0.6,2.5,1.0,1.9
2022-07-24 08:00:00,1.8,1.1,0.5,0.6,0.6,2.2,0.7,1.3,0.9,1.2,1.0,1.5,3.2,3.6,1.6,0.4
2022-07-24 09:00:00,15.5,6.6,4.1,4.2,4.8,15.7,2.5,5.3,4.4,6.5,10.9,8.2,16.1,15.2,7.6,8.2
2022-07-24 10:00:00,17.7,5.4,3.0,2.8,4.2,12.4,1.7,5.3,3.3,4.5,8.3,7.2,13.1,13.7,5.6,21.5
2022-07-24 11:00:00,9.3,3.1,1.7,1.5,2.2,6.9,1.2,3.0,2.0,2.7,5.0,4.2,7.4,8.7,3.3,48.1
2022-07-24 12:00:00,7.0,2.5,1.3,1.1,1.5,5.3,1.0,2.3,1.7,2.2,4.1,3.2,5.8,6.3,2.5,95.1
2022-07-24 13:00:00,14.6,4.8,2.7,2.6,3.3,11.1,1.7,4.3,3.2,4.3,7.7,6.3,11.7,12.4,5.3,78.3
2022-07-24 14:00:00,19.8,6.1,3.4,3.2,4.1,14.5,2.0,5.2,3.7,5.0,8.8,7.6,13.6,14.9,6.2,71.4
2022-07-24 15:00:00,22.2,7.1,4.3,3.7,4.8,17.8,2.2,6.5,4.6,6.1,10.0,8.9,15.9,18.1,7.0,30.6
2022-07-24 16:00:00,42.5,12.0,6.8,4.0,7.6,31.2,2.9,8.0,6.7,8.6,12.8,12.4,20.4,22.7,7.9,28.8
2022-07-24 17:00:00,2.5,1.5,0.6,0.0,0.7,2.8,0.6,1.4,0.9,1.1,1.0,1.9,3.3,3.9,1.4,29.9
2022-07-24 18:00:00,0.2,0.6,0.0,0.0,-0.1,0.6,0.4,0.7,0.0,0.0,0.7,0.0,0.0,2.0,0.0,30.1
2022-07-24 19:00:00,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1,7.8
2022-07-24 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 06:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
2022-07-25 07:00:00,6.6,2.8,1.7,0.7,1.5,5.8,1.1,2.5,1.9,2.5,4.8,3.6,6.7,7.2,3.2,3.3
2022-07-25 08:00:00,15.5,6.8,5.1,4.5,4.5,14.3,2.3,6.0,4.8,6.0,11.5,8.6,17.0,17.8,7.7,3.9
2022-07-25 09:00:00,38.2,12.3,7.7,6.6,8.9,29.8,3.7,10.3,7.9,10.6,17.9,15.6,28.5,29.4,12.4,48.3
2022-07-25 10:00:00,39.5,13.1,8.0,7.4,9.9,32.5,4.2,11.2,8.8,11.8,19.7,17.0,31.3,32.1,13.8,71.1
2022-07-25 11:00:00,69.4,21.5,13.2,8.9,13.3,54.1,5.4,15.2,12.4,16.6,26.1,23.5,42.0,41.7,16.9,52.8
2022-07-25 12:00:00,41.3,13.1,8.0,7.7,10.4,33.1,4.4,11.6,9.1,12.5,20.6,17.6,32.8,34.1,14.7,169.0
2022-07-25 13:00:00,26.5,6.1,3.9,18.9,9.4,16.1,9.4,29.9,23.4,32.4,53.4,10.1,69.2,91.1,36.7,208.4
2022-07-25 14:00:00,23.8,7.1,4.0,4.6,5.7,17.8,2.4,6.9,4.9,6.6,11.2,9.8,17.9,21.6,31.0,174.4
2022-07-25 15:00:00,103.9,30.5,18.2,18.3,26.3,88.4,10.5,28.9,23.2,32.3,50.8,46.1,86.0,85.5,35.9,152.4
2022-07-25 16:00:00,73.5,24.4,10.8,13.5,17.7,69.6,3.4,22.4,19.5,25.3,26.7,28.7,36.4,66.7,27.2,127.9
2022-07-25 17:00:00,46.0,15.7,6.6,8.6,14.4,43.8,6.1,15.8,13.1,15.2,27.3,24.8,46.5,45.7,20.2,90.3
2022-07-25 18:00:00,27.7,8.1,3.3,5.5,8.7,26.8,3.7,10.3,8.5,9.7,17.9,15.4,30.6,30.6,11.5,49.1
2022-07-25 19:00:00,0.5,0.7,0.0,0.5,0.8,2.9,0.6,1.7,1.3,1.2,3.0,2.0,1.9,3.7,1.7,11.7
2022-07-25 20:00:00,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084
2022-07-26 06:00:00,0.0,0.4,0.0,0.0,-0.1,0.1,0.4,0.5,0.3,0.0,0.8,0.0,0.0,1.4,0.5,6.994999999999996
2022-07-26 07:00:00,7.5,4.6,3.3,2.0,1.5,6.0,1.1,2.6,1.9,2.4,5.2,3.4,6.0,7.5,3.6,26.716999999999995
2022-07-26 08:00:00,18.7,7.7,5.4,8.3,6.6,17.1,3.2,8.7,5.6,7.9,15.8,12.6,24.4,28.8,11.8,55.122
2022-07-26 09:00:00,47.0,13.0,8.4,8.5,8.4,31.3,4.7,9.2,8.5,11.4,18.2,14.9,27.5,26.0,18.6,75.23000000000003
2022-07-26 10:00:00,42.3,13.1,8.8,9.5,10.7,32.4,4.9,12.9,9.7,13.5,22.1,18.3,34.9,37.1,22.5,102.896
2022-07-26 11:00:00,40.0,12.8,8.0,6.1,9.7,32.5,3.7,11.3,8.3,11.0,18.3,16.3,29.6,32.2,12.0,81.74799999999999
2022-07-26 12:00:00,105.1,18.0,11.7,12.2,17.2,46.6,5.8,27.7,13.0,17.5,29.5,42.5,52.4,60.8,25.0,94.11300000000004
2022-07-26 13:00:00,103.8,18.0,11.1,20.4,26.7,47.8,8.9,17.3,14.2,21.2,51.2,45.1,87.6,50.8,24.9,94.54600000000003
2022-07-26 14:00:00,111.6,30.6,11.6,18.5,26.1,83.8,9.1,30.2,10.3,24.4,47.9,45.3,84.9,86.7,35.8,119.021
2022-07-26 15:00:00,95.8,30.4,18.1,6.7,23.8,87.0,9.6,13.3,14.5,28.9,43.0,39.2,66.3,36.4,18.7,80.89199999999997
2022-07-26 16:00:00,26.6,8.0,4.5,4.1,6.9,20.5,2.7,9.3,5.6,7.6,12.8,11.6,21.2,50.7,8.7,69.367
2022-07-26 17:00:00,19.7,8.7,3.9,6.3,5.8,19.2,2.7,7.1,5.1,8.2,11.5,9.9,18.3,24.5,8.8,69.755
2022-07-26 18:00:00,8.8,3.0,1.6,1.4,2.6,7.2,1.2,3.4,2.2,2.7,5.4,4.6,8.2,9.3,3.6,32.102000000000004
2022-07-26 19:00:00,-0.4,0.5,0.0,0.0,-0.1,0.7,0.5,0.9,0.0,0.0,0.8,0.0,0.4,2.4,0.9,23.923
2022-07-26 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005
2022-07-27 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27 06:00:00,-0.4,0.5,0.0,0.0,-0.0,0.0,0.4,0.6,0.0,0.0,0.8,0.0,0.0,1.7,0.6,11.116999999999994
2022-07-27 07:00:00,7.0,4.2,3.2,2.6,1.5,5.5,1.0,2.4,1.7,2.2,5.2,3.4,6.1,6.9,2.9,27.176999999999992
2022-07-27 08:00:00,28.4,12.0,9.1,6.3,5.2,20.4,2.7,7.7,5.8,6.4,14.7,11.7,21.3,23.0,9.2,29.029999999999976
2022-07-27 09:00:00,53.0,17.5,12.7,11.0,10.7,38.3,5.0,13.7,10.6,13.6,25.6,20.9,39.8,38.3,18.0,80.00500000000001
2022-07-27 10:00:00,80.9,27.4,18.8,17.5,10.7,67.7,8.3,13.4,16.5,20.6,36.5,19.8,43.1,37.8,29.6,106.78400000000003
2022-07-27 11:00:00,100.4,30.4,20.2,17.9,21.9,78.9,9.1,25.2,19.9,29.2,46.1,40.2,76.2,73.1,32.2,101.021
2022-07-27 12:00:00,34.8,31.9,19.7,9.0,25.9,85.6,10.4,29.5,23.3,32.9,52.5,47.2,88.6,86.6,36.3,112.30100000000007
2022-07-27 13:00:00,95.4,26.3,15.9,7.7,21.6,71.2,8.4,24.9,18.6,26.7,42.0,37.7,71.0,72.6,29.8,87.69000000000004
2022-07-27 14:00:00,57.5,28.0,17.7,9.5,27.4,82.3,10.4,29.9,22.7,32.2,53.7,47.0,92.3,91.7,38.3,92.23800000000004
2022-07-27 15:00:00,89.0,25.3,14.9,6.8,21.4,71.1,8.4,24.1,18.7,25.7,40.5,37.0,68.2,70.5,28.4,93.19400000000005
2022-07-27 16:00:00,64.0,18.1,9.1,5.0,10.7,48.5,4.9,13.3,9.0,13.7,19.9,19.8,33.3,55.0,15.6,80.20599999999999
2022-07-27 17:00:00,11.7,3.6,1.9,0.8,3.1,8.7,1.4,3.8,2.6,3.3,6.3,5.3,9.6,10.7,4.3,66.89800000000001
2022-07-27 18:00:00,12.0,3.7,1.6,0.2,2.7,9.5,1.2,3.3,2.2,2.6,5.2,4.7,8.1,9.4,3.4,43.26800000000002
2022-07-27 19:00:00,1.1,1.1,0.4,0.0,0.7,1.9,0.6,1.3,0.9,1.1,1.0,1.7,3.0,3.7,1.4,24.610000000000003
2022-07-27 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019
2022-07-28 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28 06:00:00,0.0,0.3,0.0,0.0,-0.1,0.1,0.4,0.5,0.2,0.0,0.8,0.0,0.0,1.3,0.0,8.456000000000001
2022-07-28 07:00:00,6.0,4.1,3.2,2.4,1.4,5.1,1.0,2.3,1.6,2.1,5.1,3.3,6.0,6.7,2.8,13.758000000000004
2022-07-28 08:00:00,25.5,11.4,8.9,6.1,4.8,19.0,2.6,7.2,5.6,6.2,14.3,11.1,20.6,21.5,9.2,41.29399999999999
2022-07-28 09:00:00,50.8,18.4,13.7,10.1,10.7,39.6,4.9,14.0,11.0,13.7,25.6,21.8,40.4,40.7,17.3,89.36300000000003
2022-07-28 10:00:00,72.2,23.7,16.4,13.8,15.9,58.4,6.7,20.0,15.2,20.9,34.2,30.3,55.5,58.2,24.4,90.31100000000006
2022-07-28 11:00:00,70.2,23.9,9.5,4.4,17.9,49.0,4.4,25.5,16.3,17.7,40.1,25.3,84.5,35.5,31.6,98.54299999999998
2022-07-28 12:00:00,33.2,11.9,7.3,2.9,8.6,29.5,3.8,9.6,8.3,11.1,17.9,15.0,28.0,27.2,12.4,75.59499999999998
2022-07-28 13:00:00,56.1,21.3,10.4,4.0,16.4,43.6,4.9,30.6,17.4,32.5,27.8,34.8,54.8,93.2,16.3,82.91999999999996
2022-07-28 14:00:00,100.4,29.6,18.2,9.2,25.6,83.4,10.1,28.5,22.0,31.3,50.2,45.5,85.2,84.0,36.1,96.84000000000005
2022-07-28 15:00:00,91.5,26.8,15.5,7.4,24.0,77.3,9.2,25.9,20.5,28.6,44.5,40.7,75.3,75.4,31.3,102.63900000000004
2022-07-28 16:00:00,67.6,20.9,10.3,5.5,19.4,57.8,7.7,20.9,9.8,12.1,35.9,32.4,60.9,60.6,25.6,75.148
2022-07-28 17:00:00,41.6,13.5,5.8,1.1,4.4,38.8,1.9,5.3,6.1,5.4,8.0,7.8,14.0,14.0,5.8,76.32300000000002
2022-07-28 18:00:00,11.9,5.8,2.2,2.0,4.4,18.6,3.0,8.2,6.8,7.1,12.4,8.0,12.5,23.4,10.5,75.74799999999999
2022-07-28 19:00:00,0.6,0.7,0.0,0.0,0.7,2.1,0.6,1.3,1.0,0.9,2.0,1.7,1.4,3.2,1.5,11.204
2022-07-28 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003
2022-07-29 06:00:00,0.0,0.2,0.0,0.0,-0.1,-0.4,0.3,0.0,0.1,0.0,0.7,0.0,0.0,1.1,0.0,2.524999999999997
2022-07-29 07:00:00,3.1,4.0,3.4,2.4,0.9,2.7,0.7,1.6,1.1,1.4,4.2,2.3,4.0,4.6,1.9,19.777
2022-07-29 08:00:00,27.0,12.3,9.8,6.5,4.8,19.4,2.7,7.6,5.9,6.1,15.0,11.8,21.7,22.4,9.7,33.41999999999998
2022-07-29 09:00:00,57.9,15.5,12.2,13.0,12.8,33.6,5.6,16.2,11.6,15.7,30.6,25.2,41.9,46.2,22.1,83.93500000000002
2022-07-29 10:00:00,71.8,28.9,19.2,7.2,19.1,69.7,8.0,23.2,16.6,24.4,40.3,35.2,65.5,64.1,29.3,98.983
2022-07-29 11:00:00,101.1,29.4,19.6,8.4,22.1,77.2,9.1,25.8,20.4,28.0,45.5,40.6,75.7,75.6,32.1,91.00000000000004
2022-07-29 12:00:00,70.3,0.0,5.8,2.4,16.2,23.0,3.2,9.4,7.0,12.6,23.2,14.8,32.8,26.9,9.8,117.14100000000006
2022-07-29 13:00:00,22.8,0.0,3.9,10.0,6.1,17.2,11.4,6.8,4.6,6.3,28.6,9.9,65.9,36.3,39.9,105.59499999999991
2022-07-29 14:00:00,67.9,31.5,18.9,9.0,26.8,89.0,6.0,30.0,6.4,10.9,51.3,46.8,86.9,87.2,37.1,89.35600000000002
2022-07-29 15:00:00,55.5,26.7,15.3,7.3,23.7,77.2,9.2,25.8,20.2,28.3,44.0,40.5,75.3,75.7,31.8,105.55800000000004
2022-07-29 16:00:00,41.4,22.3,11.5,0.6,20.4,66.3,8.0,18.6,17.4,23.5,37.2,34.3,63.8,12.2,4.7,73.44300000000003
2022-07-29 17:00:00,4.0,3.9,1.7,0.0,2.1,11.2,1.1,3.1,2.0,2.4,5.1,4.1,7.5,8.7,3.5,52.71199999999999
2022-07-29 18:00:00,7.9,6.3,2.1,2.1,7.1,23.4,3.1,8.9,7.1,6.8,14.4,12.5,24.9,25.7,10.9,88.95100000000002
2022-07-29 19:00:00,1.8,1.6,0.6,0.0,1.1,3.7,0.8,1.8,1.4,1.6,3.3,2.5,4.3,4.6,2.0,54.74100000000001
2022-07-29 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30 06:00:00,0.0,-0.3,0.0,0.0,-0.2,-0.4,0.3,0.0,0.2,0.0,0.7,0.0,0.0,0.9,0.0,0.6
2022-07-30 07:00:00,1.9,4.2,3.6,2.4,0.8,2.4,0.7,1.6,1.1,1.3,4.3,2.2,3.8,7.1,1.8,14.5
2022-07-30 08:00:00,7.6,10.3,10.6,7.2,5.3,21.1,3.1,8.1,6.5,6.9,16.1,12.5,23.3,24.4,10.9,49.5
2022-07-30 09:00:00,20.9,23.7,9.5,5.8,14.9,56.1,3.4,10.3,10.7,10.4,26.9,28.1,36.2,28.2,10.5,92.5
2022-07-30 10:00:00,17.1,8.9,5.4,4.6,7.1,22.2,2.9,8.2,6.0,8.2,13.8,12.1,22.0,22.8,9.3,117.2
2022-07-30 11:00:00,32.5,15.8,10.1,10.0,12.7,39.8,5.2,14.7,10.8,14.9,25.1,21.7,40.7,42.4,18.5,145.1
2022-07-30 12:00:00,27.6,14.3,8.6,3.8,11.3,36.0,4.6,12.7,9.9,13.5,22.2,19.3,35.7,36.2,15.4,117.0
2022-07-30 13:00:00,23.8,12.6,7.6,3.4,9.5,31.0,4.0,10.8,8.4,11.5,19.0,16.4,30.3,31.0,13.2,100.2
2022-07-30 14:00:00,11.2,6.3,3.7,1.6,4.6,14.8,2.1,5.5,4.1,5.6,9.6,8.1,14.7,15.1,6.4,173.6
2022-07-30 15:00:00,16.2,8.7,5.3,2.3,6.6,21.0,2.8,7.5,5.6,7.7,13.1,11.1,20.4,21.0,8.9,32.8
2022-07-30 16:00:00,7.0,4.1,2.4,1.0,2.8,9.2,1.5,3.7,2.7,3.7,6.6,5.3,9.7,10.4,4.4,26.8
